"Fecha","Noroeste.dioxido.de.nitrogeno","Noreste.dioxido.de.nitrogeno","Centro.dioxido.de.nitrogeno","Suroeste.dioxido.de.nitrogeno","Sureste.dioxido.de.nitrogeno"
2005-01-01,25.3024193548387,20.5336021505376,29.9193548387097,24.9543010752688,28.1599462365591
2005-02-01,21.2142857142857,19.6428571428571,25.3556547619048,20.5848214285714,23.4151785714286
2005-03-01,18.5134408602151,17.380376344086,21.7916666666667,15.3991935483871,17.7258064516129
2005-04-01,23.7611111111111,20.4194444444444,25.9888888888889,19.225,23.3819444444444
2005-05-01,20.866935483871,19.2930107526882,25.7338709677419,18.8145161290323,24.5349462365591
2005-06-01,14.6541666666667,15.0097222222222,19.3041666666667,14.1041666666667,20.4125
2005-07-01,14.119623655914,12.7325268817204,18.0094086021505,12.6572580645161,19.2486559139785
2005-08-01,13.5967741935484,13.7486559139785,18.5698924731183,16.4166666666667,19.0201612903226
2005-09-01,14.1333333333333,13.3416666666667,18.6069444444444,16.3222222222222,19.3472222222222
2005-10-01,15.0215053763441,13.2889784946237,18.3588709677419,15.8655913978495,18.4233870967742
2005-11-01,21.2361111111111,15.9527777777778,23.1958333333333,18.9583333333333,23.2027777777778
2005-12-01,25.3064516129032,22.8158602150538,29.1129032258065,24.2594086021505,27.6061827956989
2006-01-01,25.7204301075269,21.8508064516129,26.4166666666667,22.8185483870968,27.8481182795699
2006-02-01,22.1145833333333,19.3154761904762,25.6458333333333,19.3958333333333,24.514880952381
2006-03-01,21.6155913978495,17.7715053763441,25.1491935483871,18.5241935483871,22.8911290322581
2006-04-01,19.2819444444444,17.5680555555556,22.3236111111111,17.125,22.1944444444444
2006-05-01,18.4569892473118,18.7540322580645,21.6760752688172,16.9045698924731,22.0779569892473
2006-06-01,13.9583333333333,12.2972222222222,17.5119887165021,14.4236111111111,19.9069444444444
2006-07-01,14.2069892473118,14.5819892473118,16.2768817204301,12.157469717362,17.8400537634409
2006-08-01,16.3911290322581,15.6532258064516,18.2594086021505,13.2795698924731,17.3655913978495
2006-09-01,15.3402777777778,13.4444444444444,16.0625,13.6930555555556,15.2861111111111
2006-10-01,15.6868279569892,14.6572580645161,16.2459677419355,15.3413978494624,16.1801075268817
2006-11-01,21.8361111111111,19.1236111111111,23.6347222222222,19.8125,22.55
2006-12-01,22.3118279569892,19.8494623655914,22.8508064516129,21.1666666666667,21.3924731182796
2007-01-01,20.9072580645161,15.3790322580645,19.6317204301075,16.7983870967742,18.1236559139785
2007-02-01,21.8125,19.4092261904762,22.4449404761905,17.3511904761905,19.5431547619048
2007-03-01,21.1666666666667,18.3360215053763,23.1884253028264,18.6102150537634,21.741935483871
2007-04-01,18.1944444444444,17.1791666666667,20.3430555555556,16.5847222222222,17.7166666666667
2007-05-01,17.2016129032258,19.3521505376344,20.8104838709677,15.4045698924731,19.8991935483871
2007-06-01,17.9,16.5618915159944,19.8055555555556,14.9166666666667,20.4263888888889
2007-07-01,15.8266129032258,13.4568733153639,17.2540322580645,13.6505376344086,18.1626344086022
2007-08-01,12.0120967741935,10.7701612903226,14.75,12.0913978494624,16.3454301075269
2007-09-01,12.5541666666667,11.1166666666667,15.4777777777778,12.9666666666667,16.9319444444444
2007-10-01,15.4583333333333,12.5195154777927,18.5282258064516,15.2096774193548,18.7405913978495
2007-11-01,18.4791666666667,16.1736111111111,21.7680555555556,18.6638888888889,22.5361111111111
2007-12-01,24.4018817204301,22.3130904183536,26.494623655914,23.7594086021505,26.6129032258065
2008-01-01,21.4596774193548,16.9098250336474,22.8548387096774,19.9529569892473,21.599730458221
2008-02-01,20.3922413793103,16.7471264367816,22.3663793103448,18.6465517241379,20.0389048991354
2008-03-01,17.4395161290323,16.0766129032258,19.8185483870968,14.2661290322581,17.3589743589744
2008-04-01,19.9527777777778,16.6008403361345,20.2100139082058,18.0555555555556,22.2475660639777
2008-05-01,17.4301075268817,15.4037685060565,18.635752688172,15.6129032258065,20.1895161290323
2008-06-01,14.5708333333333,10.9763888888889,15.7319444444444,13.6930555555556,18.3013888888889
2008-07-01,16.1827956989247,12.5752688172043,15.9986559139785,13.4287634408602,17.3991935483871
2008-08-01,17.0819892473118,14.2083333333333,17.8978494623656,13.7002688172043,17.8104838709677
2008-09-01,14.6527777777778,12.3347222222222,16.3236111111111,13.4305555555556,15.7458333333333
2008-10-01,14.8655913978495,12.880376344086,16.4744623655914,13.8655913978495,14.3903095558546
2008-11-01,20.9166666666667,18.5625,22.6555555555556,17.9041666666667,19.6611111111111
2008-12-01,28.4543010752688,23.1491935483871,27.8266129032258,23.0860215053763,23.9340511440108
2009-01-01,23.8158602150538,20.2311827956989,24.758064516129,20.2903225806452,23.8534946236559
2009-02-01,21.7708333333333,18.9985119047619,23.1681547619048,20.5520833333333,24.2098214285714
2009-03-01,18.4623655913978,16.883064516129,19.247311827957,16.7137096774194,20.3494623655914
2009-04-01,21.4680555555556,16.0222531293463,17.8027777777778,14.9833333333333,18.3347222222222
2009-05-01,17.741935483871,14.4811827956989,17.4354838709677,15.2822580645161,19.0887096774194
2009-06-01,15.6847222222222,12.0361613351878,16.6648122392211,14.2152777777778,18.8038942976356
2009-07-01,14.2674731182796,10.9610215053763,14.635752688172,12.5040322580645,17.377688172043
2009-08-01,13.3185483870968,9.6711590296496,14.1801075268817,12.2264150943396,15.4758064516129
2009-09-01,15.0638888888889,14.1490250696379,16.2861111111111,14.5027777777778,14.1638888888889
